review,label,genre
The show in itself is unique it's like a Last man standing type of game but in a korean way the worst thing about the show was the weird panther VIP hated him.,neutral,"Action, Drama, Mystery"
"Man! This show!Does everything right at the best times. Just when you forget some detail that would make you feel brilliantly smart, it comes back to whack you in the face!Like some of it's contemporaries it brilliantly fuses comedy and horror in the most psychological of way's and I must say, I really want more of this, and more like this.",positive,"Action, Drama, Mystery"
"The first season of this show was mostly very good but to be honest I think it could of been done in 6 episodes rather than 9. At times it seemed dragged out and certain points were repeated.I won't mark it down for that because I'm sure other people liked that about it. I'm sure there will be more seasons but I'm not sure how they will make it something different so time will tell.Lots of gore, some jump moments, a small amount of sex and nudity.Some of it was predictable but then there were a certain amount of clues that not everyone will pick up on.Recommended.",neutral,"Action, Drama, Mystery"
"No, it's not fun to watch
No, it is not entertaining
It is disgusting for the mindAll the crap with awful, silly high school acting.What did they achieve with this? Views? Big deal.Learning something? The opposite...",negative,"Action, Drama, Mystery"
"Engaging from start to end. Exciting, shocking, yet with a fresh and unique storyline that's delightful to watch and visually pleasing. Actors play amazing performances. I could compare to hunger games, but probably 10 times better.",positive,"Action, Drama, Mystery"
This is definitely the most diverse drama I've watched it really is like no other drama I binged it in two days it kept me hooked first episode hopefully there is a second season because whilst the concept was gruesome and inhumane I really enjoyed watching it.,positive,"Action, Drama, Mystery"
"A mix of Hunger Games, Parasite, Hostel and Saw.It shows how human nature really is.",positive,"Action, Drama, Mystery"
"Very slow, I expected it to catch me from chapter one and in the middle I stopped it to finish it another day. The idea is not bad but in general it is not what I expected.",negative,"Action, Drama, Mystery"
RECOMMENDED. Finished this in one night. I cant stop watching it. Worth every episodes.,positive,"Action, Drama, Mystery"
"The planes, the colors ... they caught my attention.I loved the special effects in terms of makeup, they are very well done, the slow cameras and the uncensored blood they put on is incredible.The story, I have to say, is very well about: we are all the same (no one is better than anyone), but we are all different (you do not know the problems that some people and their lives have). It's a great highlight in this series.Very emotional and thoughtful, a clear evolution of characters is seen, with the games and their companions.I read just today (I finished it last week) that they plan to do a second installment and that they are already ruminating ideas ... I do not think it is ""necessary"".By this I mean that the series is complete as it is, nothing is missing.If you really think you need more, make it up yourself.",neutral,"Action, Drama, Mystery"
"Dub was good. Awesome show, give it a watch it was a lot of fun.",positive,"Action, Drama, Mystery"
"This show was hyped so much I decided to watch it.I liked the series, and the thought behind it. But the ending really blew it for me.There are so many unanswered questions. Why did he dye his hair red? Why did he not board te plane? Why did it take him a year to help the brother and mother from the other players? What was the reason for the policeman's brother to join as foreman?I had high expectations, but the last episode was a huge disappointment.",negative,"Action, Drama, Mystery"
"Who needs to watch 455 people being murdered? Some odd messaging on capitalism and income disparity coupled with reality TV game shows. Hey ccool, look the losers don't just fall into a pool then fall into an incinerator. Give it pass.",negative,"Action, Drama, Mystery"
"Squid Game has a very high body count, and lots of gore to go with it. But even while the blood is spattering, the focus is on the characters, their relationships with each other, and the mysteries they're unraveling. The attention to detail in every aspect of the series elevates it from enjoyable and entertaining to truly exceptional.The sets in the Game are mostly simple, with a childish surreality. Yet also artfully designed for the impact that they have, and exquisitely memorable.Usually when the acting is good, we don't notice or think about it. But there were several times that actors displayed their emotions which such perfectly controlled subtlety that you have to stop to admire it: the uncontrollably trembling chin of an actor pushing himself to the edge of tears to do honor to the scene, or an actor's blank face with the character's emotions ""betrayed"" by only the twitching of one eye.Needless to say, the directing and production must have also been top-notch to create these scenes and put them together to tell such a simple but compelling story. The emotional impact is also carefully crafted: somehow, in the midst a huge number of violent deaths, the audience is left sobbing for half of an episode as both developed and undeveloped characters face impending death.And ultimately, there is a fairly clear moral to the story. But that will have more impact if it's seen and felt, instead of described here.",positive,"Action, Drama, Mystery"
"The Squid game is probably one of the best shows I have seen in a long long time. It sure knows how to play around with the viewer's emotions. It will make you fall in love with some of the characters and then break your heart by killing them off in creative ways.Its a tough show to watch simply because you will be fully invested and immersed well enough into the story for it to make an impact on you.Great Character development - CheckPerfect Casting - CheckPerfect screenplay and progression - CheckA brilliant show that is a must watch, that will make you root for the characters, cry for them and generally start to question their morality, motivations and choices.And that's what the show is all about. The ethical choices we have to make just to be selfish, just to survive one more day in this cruel cruel world.I will not give away the plot but would instead implore you to watch the show by yourself and form your own opinions.",positive,"Action, Drama, Mystery"
"I am at the 3rd episode in a row! This is really entertaining in a good manner of modern Korean mystery dramas. Well done, usually I am quite skeptical about Netflix shows but this one is truly good one. Enjoy!",positive,"Action, Drama, Mystery"
This show?! I have no words?! Really good 10/10!! I am amazed.,positive,"Action, Drama, Mystery"
"This show, about hundreds of cash-strapped players who accept a strange invitation to compete in children's games, is a unique show because of its interesting concept.First of all, except from the concept, the cinematography and the editing were fantastic. Almost flawless from my experience. The show was generally quite exciting, and pretty unpredictable, too.The first four episodes were good, but there were several things that bothered me a little. I think the characters' moods changed too quickly and unnatural, because when they were in the ""bedroom"", they seemed pretty happy and acted like everything was good, even though there were hours, or minutes, before playing while their lives are at stake. I also think that when there were just seconds before the games begun. They acted very cocky, and not afraid at all, but suddenly when the games started, they were suddenly terrified. Also, some of the conversations were weak, I think. There were long conversations between the less important characters, but the dialogues weren't the best ones themselves either. It felt like the production were delaying the time by filling the scenes between the games in the first four episodes with weak conversations. I also think Seong Gi-hun should have a longer screen time because he was the main character, and Han Mi-neyo less, because she was quite annoying after some time. However, those episodes were still enjoyable to watch because of the frightening games.There were a lot of violence and gore, which really made the show brutal in a cruel, but a positive way. It generally made the games more frightening, but at the same time, the show wasn't that dark, which could have been the case, so it was easier to deal with the violence. Anyway, the effects were great, and the fighting sequences were also quite appealing. Generally, the action in this show were well made.I was least impressed with the 6th episode, Kkanbu, because of the little boring storyline. The scenes were very long with few exciting moments. I think it could have been done better. The sad moments between the characters were supposed to be sad and devastating, but I didn't get the strong attachment to the characters, which I hoped for. For example, the scenes between Kang Sae-byeok and Ji-yeong were potential, but Ji-yeong as a character felt quite unexplored, so it didn't really touch my feelings when she lost at purpose. I had a feeling that the production's idea was to affect us viewers by making the episode feel long-lasting and devastating, but it didn't really work out for me. The scenes between Seong and Oh Il-nam were good, though, I think. They were intense in their own ways.After the 6th episode, the story became more dynamic, and the excitement reached higher and higher. After the least important characters died, the more important ones also started to lose their lives, which made the show even more unpredictable. What was going to happen next? It was really exciting when the Front Man revealed himself in front of Hwang Jun-ho. Truly tragic. But the last episode - wow! That was my favorite episode, and an incredible end of the season. I think the squid game ended in a good way, but the twist was the best of all. A fantastic idea because we got to know the core of why the games generally existed. I also think the scene, were Seong suddenly spotted the man playing ddakji with the Salesman, was brilliant. It was terrifying.Overall, a show with a unique concept. The gore symbolizes the games' cruelty, and the effects were great. The show was good with some flaws in the first half, but the second half lifted the excitement higher and higher, and ended in an excellent way.",neutral,"Action, Drama, Mystery"
"The problem with a mini series that starts out as good as this one is, it's really hard to keep the same intensity for eight more episodes. The first episode is arguably the most intense and shocking 55 minutes ever filmed. So there's bound to be a drop off. Even so, the entire series is extremely watchable and even binge worthy. If you're looking for something different... THIS IS IT !!",positive,"Action, Drama, Mystery"
"The main ideas of the series is what money can buy in this world, what makes your life worth living, what is the cost of a human life. That is by itself a very good bunch of thesises to build up. But when I was watching this show, I always felt that person that was developing characters isn't suited for it at all. All the characters are very generic and cliched. At some point you could cling to them, feel some connection, root for them, the next minute you already feel sick of seeing them as they are being ruined for the sake moving the plot further. This is a typical battle-royal where you know that this exact character could die because he isn't written well enough and haven't got any screentime, but that other dude will certainly die because he's on your screen just because they need people for this kind of story.Having said that, there are still plenty of good moments (i.e. Episode ""Gganbu"" was really dramatic and this is great considering what I said above), very good quality of filming, interior of the scenes, costumes. Overall, this series is worth to watch, but beware of annoying stupidly written dialogues and poorly realised character progression. If you're okay with synopsis - go watch it! But that's not really any kind of masterpiece.",negative,"Action, Drama, Mystery"
"I want to dedicate this review just for episode 6 which involves a marble game.Episode 6 is the greatest piece of emotional rollercoaster i have ever watched. This episode is depressing, shocking, tender, furious, helpless, funny, intelligent and cunning. Unbelievably good and sick!Just this episode alone deserves an award for the team.Overall, it's a great series even though personally i didn't like the last 2 episodes.",positive,"Action, Drama, Mystery"
"I wanted to give this 9/10, as I enjoyed the first 6 episodes immensely. Ok, it's not massively original in its premise, but the South Korean slant and the focus on individual debt made this more than interestingHowever, once the VIP's arrived I felt it lost its way a little and the switch to English was quite jarring (I watched it in subtitles). Whether it was deliberate or not, the ""acting"" and dialogue of the VIP's was pretty poor and riddled with unnecessary exposition and cliche. In addition, I felt the subplot regarding the stowaway policeman wasn't properly resolvedWhilst the finale wasn't terrible - it felt a little disjointed with some characters making decisions that seemed odd based on what they'd done before (Cho Sang-Woo for example in the Squid game). Also, the ""reveal"" in the skyscraper kind of ruined a few of the previous episodes.It's a shame, as this could have been an even better series than it actually was - but it is still definitely worth a watch.",neutral,"Action, Drama, Mystery"
"I went into this show knowing absolutely nothing about it other than being a korean series. And yet i found it annoyingly predictable with almost nothing surprising me. Maybe i've just seen too many movies, but i've seen this all before. And i think what a lot of ppl like about this show is the norm in korean cinema. But most casuals have never watched a korean movie (if so, you're missing out, only thing that comes close to hollywood-level quality)i mentioned it in my title, but if you loved this series and are shocked by my low rating, please please please watch oldboy (not the american remake). It's superior in every way imaginable and an amazing movieoverall, this was an okay show. I was really into it at first, but it seemed to decline after the halfway point. By the end, i was feeling minimal impact from the big moments, and during the last episode i just wanted it to finish. There's a lot of good here, but many negatives as well. See below.Things that bothered me (without spoilers)-a scene that could have been really cool but they full-on strobe lighted it so you couldn't see anything-a ridiculously annoying female character (the older one), biggest offense is the eye-rolling bathroom scene-some really questionable decisions, some to the point of angering me-characters asking moronic questions or being outraged at things that they can't possibly still be outraged aboutthe games start out creative with skill, talent and strategy involved, but become random and filled with luck-the laughable acting and dialogue for all of the english scenes. This is the norm for asian cinema, but that doesn't mean it can always be forgiven. It was AWFUL. Can't they hire any experienced american actor? Or an english dialogue correspondent?-i like when a movie is the right kind of weird, the kind that makes it feel unique and adds character. But a lot of the weird in this show seemed to be there solely for the sake of being weird.-there were SO many times where i knew exactly what was going to happen next.",negative,"Action, Drama, Mystery"
"Top everything, go watch it, no seriously, this show was it for me.10/10.",positive,"Action, Drama, Mystery"
I've never watched a Korean tv show before but decided to give this a try since it looked very intriguing and it definitely did not disappoint! It's got an interesting story plus some crazy and gory themes. I highly enjoyed it from start to finish!,positive,"Action, Drama, Mystery"
I don't know what to say except this series is perfection. It's original and it draws you in if you give it a chance.,positive,"Action, Drama, Mystery"
"I came into this with high hopes being a fan of Korean and Asian cinema and was not disappointed. I wouldn't honestly put this up there with Train To Busan - it had the same level of character development - you genuinely care what happens to these characters. It also has a battle royale meets would you rather meets hostel vibe. Just don't watch it dubbed, stick with the original Korean and subtitles.",positive,"Action, Drama, Mystery"
"There are people who have watched this series and are happy with it because it entertained them. But we are a few who have seen how many opportunities they have left behind. They could have brought a lot more out of it, instead of a grotesque mindless murdering.",neutral,"Action, Drama, Mystery"
"Squid Game isn't easy viewing at all; and I believe that it was meant to make viewers uncomfortable and distressing as all hell, because that's what desperation with life-and-death situations are truly like, and it can actually break who we are as people.456 players, 45.6 billion South Korean won, six games, and only ONE player can come out as the grand champion after everyone else has been killed. To make matters even worse these people were kidnapped off the streets because of their debts to collectors, yet outside the world is far more unforgiving than the brutal takes on classic kid's games.Netflix managed to strike gold with this show, which I guess took off because of the pandemic's devastating effects on ALL of society, and the themes of desperation and survival resonated with anyone and everyone who tuned into this breakaway mega-hit. It got people so invested it became a massive meme, where people parodied the thing, cooked up fan-theories and mocking the show's all-English dub.In spite of the showy production values in Squid Game, the characters are still very much like real people who've got real frustrations, real tension inside them, and very real everyone-for-themselves urgency to their character arcs. Squid Game is still a grounded story in spite of its SELECT sci-fi/spy-fi trappings and comic-book-like iconography with the 'PlayStation Men' and mysterious leader.Squid Game is Netflix's unexpected phenomenon; and I reckon there'll be those who understand and appreciate it and those who won't.Memes or no memes, this is a show definitely worth your time.",positive,"Action, Drama, Mystery"
"The show in the beginning was interesting and unpredictable. It gave a glimpse of the desperation the lower class faces to survive in a cruel world. Emotional connections and back stories were established for most of the side characters making some deaths quite emotionally gripping.The biggest issues I have with the show are the twists. Mainly, Il-nam being the host of the show and the front man being the cop's brother. The old man's motivation for making such a gruesome game was because he was rich, bored and didn't see kindness in the world doesn't sit well with a lot of people. It made sense in the first game as he smiles as he walks past people being shot, but his behavior in the rest of the show is incongruent. There are other points to be made on the old man, but now I'll mention the cop's brother being the front man twist. It was shown that the brother was a previous winner of the game, but to leave a massive plot hole as to why he did this is insane. After shooting the cop and being briefly haunted by his decision is all we get from that. I personally found that cheap and lazy to bring shock to the viewers. Also, there is no excuse for the VIP's to have such horrendous acting. They can act all high and mighty, but the delivery was hard to watchDespite the interesting foreshadowing that hinted as to what will happen to the side characters in the future, it can't be helped that it was all marred by inconsistent writing and plot armor. An enjoyable show, but not an 8 by any means.",negative,"Action, Drama, Mystery"
"Take Battle Royale, Alice in Borderland, and Ultimate Survivor Kaiji - put them in a blender with all the best parts of each - BOOM you get Squid Game. Incredible plot, great acting (yea the English VIPs were awful, but not enough to the people who are complaining about them in reviews), and the intensity...wonderful series.",positive,"Action, Drama, Mystery"
"I dont like the ending, instead of move on and visit his daughter, the main chose to play the game again?And the conversation among Vips really cringe.",negative,"Action, Drama, Mystery"
"Dramatic uniform, dramatic instagrammable masks. The plot is so forced. Nothing is thrilling. Too overrated i think.",negative,"Action, Drama, Mystery"
"Greetings from Lithuania.I liked and enjoyed ""Squid Game"" (2021) series for its interesting and simple concept which at the end of the day was very solidly executed. Acting was very solid, as well as directing and writing. The whole concept felt fresh and kinda original and it was easy to get attached and watch the whole show. Ending was also pretty interesting, although a bit predictable.Overall, i enjoyed ""Squid Game"". It felt fresh and was involving as well being believable throughout. I believe that given its popularity it will get more seasons. As long as they will be solid as the first one, I'm in for this show.",neutral,"Action, Drama, Mystery"
Really cared about these characters. It really made me attached to this movie. Great storytelling!,positive,"Action, Drama, Mystery"
"It has great suspenful moment and with decent to good character development. Due to this, a lot of the character death are painful to watch. It's definitely reccomended for those who love thriller. Plotwise, I would say it's decent enough to keep u watching and drive the story forward.",positive,"Action, Drama, Mystery"
"I have just finished it watching and I have no words to describe it. Trust me when I say this , It is probably the best thing I have ever seen. Story, acting , casting , production everything is very apt and top notch. I can't believe how perfect of a show is this. It is extreme in every human nature they portrayed like when they want to show you hate , friendship, trust , action, backstabbing every emotion is of very extreme kind. It also teaches us that money is not everything. Those who have money and those who don't are sad in one way or the other & We should help others no matter what. I will give it 10 out 10. All hail to Korea for this treat. Love from India ?눒?눛",positive,"Action, Drama, Mystery"
"Pros
Interesting plotFantasstic visualsGreat musicCinematographyCons
Predictable after two episodesMediocre acting (awful VIPs and lead)Villains were not developed enoughInconsistencies in the storyConclusion
It's an entertaining and visually appealing drama for sure, but goes downhill after a few episodes. Kinda reminds me of the original ""Purge"" movie.",negative,"Action, Drama, Mystery"
"For me is the best Kdrama in Netflix. So refreshing, thrilled, gore at the same time. Is really mind blowing. 2 thumbs up for this drama!",positive,"Action, Drama, Mystery"
The show is pretty decent upto prefinal episodes but messed up later. All that police guy investigation is just show that front man is his brother ? And main lead has most turboulous mind ever (eg: want to kill his friend in prefinal episode and want to save the same friend in final episode). I honestly think this show is overrated and it deserves 7/10.,neutral,"Action, Drama, Mystery"
"Sorry. That's a crude summation of this brilliant series. It's a brutal, tense satire on the economic systems we are all trapped in. Would those who lose most at the game, who gamble and get into debt far beyond what they can repay as wage slaves, would they risk their lives to be free? Of course; they would play the Squid Game.Motivations and characters are carefully fleshed out. The concept of the games we play as children having life & death consequences in adult life is intelligently, deviously developed. It combines quality, international art house drama style with thrills & bloody horror. If you're ready for something challenging and intense play the Squid Game.",positive,"Action, Drama, Mystery"
"I saw it with English dubbing, but I don't think I connected with it at all. The build-up to the tale is fantastic, and it's always fun to watch a suspense game series. I liked it, but I wasn't as impressed with the finish as I was with the beginning.",neutral,"Action, Drama, Mystery"
"Just a silly scenario, with a big investment, and a cheesy end. Please stop comparing it to Casa de Papel.",negative,"Action, Drama, Mystery"
"We go through all the emotions in front of this series.One of the best show ever made, Netflix or otherwise.",positive,"Action, Drama, Mystery"
"With a premise similar to the likes of Cube and Circle, the odd titled Squid Game helps us question humanity all over again as well as the importance society places on money.As dark and violent as Battle Royal and intriguing as 3% it grabs your attention early on and keeps you guessing to the end.Great binge worthy series with a likeable cast and main protagonist.Knocked off one point as I didn't love the ending but otherwise a really great TV series with some great ideas and worthy of top marks.Season 2? Personally I think it works better as a one off but then again...",positive,"Action, Drama, Mystery"
I binge-watched this one. Every episode was so addictive and tense.All episodes were very emotionnal. Then we reached the conclusion and.... what a letdown. Huge anti-climatic ending.I would still recommend watching it.,neutral,"Action, Drama, Mystery"
I really enjoyed it and suggest this series to everyone I know! Perfect.,positive,"Action, Drama, Mystery"
"So hard to stop watching this crazy stupid show. Got to give it to the writers, it was so addictively captivating.Set design was so good you'll be seeing every halloween costume this year look the same.Episode 6 was by the far the peak of this series, an unbelievable conclusion to the previous 5 episodes. After that however, I can't say much... seemed to drift from the theme of fairness and equity among players which I really liked.Definitely recommend this series. Even though some of the mysteries that were trying to be sneaky were quite apparent early on, it didn't take away from the excitement and stakes of the game.(And something that I knew bothered many people was the atrocious acting by the American characters. Not sure if the problem was poor casting choices or some kind of language barrier, but damn, I can safely say for everyone- that part was hard to watch)",neutral,"Action, Drama, Mystery"
"Sure, it's a complete rip-off of a Japanese classic movie but it's still one of the most imaginative and visually stunning shows this year.Love it.Watch it!",positive,"Action, Drama, Mystery"
"Keeping it short
Pros
1. Interesting initial episodes
2. Good cinematics (although some shots were too dark)Cons
1. Horrible soundtrack
2. Avg acting (in many cases overacting)
3. Multiple wasted side stories / appearances.",neutral,"Action, Drama, Mystery"
"Mixed feelings on this one. The glorification of violence in shows like this tend to be desensitizing and seem to acclimate those with criminal tendencies to head down a wrong path. Yet the challenge of the individual games create a paradox of situations in which the viewer is steered toward thinking that certain players will work together, only to find they are pitted against each other, as in the marble game. The horror of that game was brought forth when a married couple naively decided to work together, only to be faced with the grim reality that there could only be one survivor. These kinds of situations were prevalent throughout the series episodes, making it almost impossible to know who would survive at the final outcome. Through it all, I believed there was something noteworthy about the old man, player #1 (Hideo Kimura), who's physical resemblance to an aged Korean Billy Crystal impinged on my brain every time I saw him (go back and see what I mean). Oddly, for such a large cast of characters, there weren't any that I could really connect with in a meaningful way. Perhaps the closest was player #240, young Ji-yeong (Vivian Lu, incorrectly identified in the credits as Sae-Byeok), eliminated in play when partnered with player #67 Kang Sae-byeok (Jung Hoyeon). Tied for most despicable characters were player #101 Deok-su (Paul Nakauchi) and player #212 Han Mi-neo (Stephanie Komure), so it was appropriate that they should be eliminated together in the Glass Stepping Stones game. The ending here seemed a little superfluous considering all that went before, with the old man Il-nam wagering a final personal bet against Gi-hun (Greg Chun), player #456, and winner of the grand prize of 45.6 billion won. Doing the conversion, that came to just under thirty nine million dollars, and seeing all those big numbers can really disorient the viewer. When Gi-hun paid the flower vendor at the end of the story a ten thousand won note for a single bunch, it seemed awful generous, until doing the math revealed it was about eight dollars and fifty cents.",neutral,"Action, Drama, Mystery"
"I wasn't experting a lot from this series, because movies/series that are this hyped are not usually the best. But this was great!! First of al the idea was awsome and the achting was exeptional, exept for the awful VIP's (but i loved the masks they where wearing) The set design is som of the best i have ever seen in any movie/series. The only thing keeping me from giving it a 9 is the ending. I won't go into it, but it is not at all what i was hoping for. I also love that Netflix is investing in foreign cinema, and the risk that they took was absolutely worth it!So i absolutely recomend this te everyone who can handle a little blood.PS: sorry for the bad english, I'm dutch so you know.....",neutral,"Action, Drama, Mystery"
"I bought into the hype and watched this mess. I am very confused about what people see in it. I can look past the horrible over acting by the VO artists, stale premise and cheap production but the story drags with zero development. I stuck it out until the end and was completely let down. By far, the worst finale of any series in history.",negative,"Action, Drama, Mystery"
"All these caucasians complaining about the VIPs about their accent or their oddly scripted lines are hilarious to me. I mean hollywood has been doing this to asians for decades, guess everyone feels weird now that it is happening in reverse. For example, Hiring different asian person to play a specific role about a specific asian nationality, hiring white ppl to play asian characters. Not even really learning the correct language or bother to learn the correct pronunciations of their lines. Or even write them a proper line in their own language in a show or a movie. Or forcing asian actors to have an asian accent when the said actor does not actually have one. I guess decades of watching random ppl portraying asians in some gibberish accent has always made me cringe. Now everyone gets to experience it as well hahaha.",positive,"Action, Drama, Mystery"
"Honestly the best tv show i've ever watched. Recommend it definitely 100%. Everyone should watch it, I finished the whole season in a day and a half.",positive,"Action, Drama, Mystery"
"Good writing, good acting for most part (except the American actors), good messages, pacing is good.There really isn't much to complain about it once you're immersed into it besides the voices and acting of the American actors.",positive,"Action, Drama, Mystery"
The details are in every scene. Wish to see another season.,positive,"Action, Drama, Mystery"
"I'll give this series a high 6. A lot of clich챕s and familiar tropes collide here. I would definitely watch another series if it were offered though, as there are many avenues for this to go. If you're young, or don't watch a lot of movies/series, the hype is for you. Enjoy.",negative,"Action, Drama, Mystery"
"It is one of the best shows that I have ever seen in my life. Interesting plot, great acting etc.",positive,"Action, Drama, Mystery"
"The first episodes were predictable, and the last four very uncertain. The end indicates that there will be another season, which I sincerely hope for.",neutral,"Action, Drama, Mystery"
A tentacular dystopian vision of the depths those deserted of luck will descend to in order to recover their losses. Combines schadenfreude shades aplenty alongside some outstanding performances while asking some questions you might not want to find an answer to.,neutral,"Action, Drama, Mystery"
"Amazing acting by the main actors and side characters. VIPs were the only annoying part of the movie but they did their part. Music was a bit annoying at times but it gave a lot of it tension that was really needed in all of the ""games"". The ending is incredible and I don't think there should be a season 2. I would love to see more tho. I feel like they didn't really think the show itself is going to get really popular so they ended it right there.9/10 only thing that was bad were the VIPs. Would love to see more with the VIP plot etc.",neutral,"Action, Drama, Mystery"
I fast forwarded it after episode 4. Didn't have the time and energy to go through each and every boring scene of this show just to know the ending. Shouldn't have listened to my friend whi said its a great show.,negative,"Action, Drama, Mystery"
"I don't usually review, but when I do, It is really really good.",positive,"Action, Drama, Mystery"
Loved every episode. Give it a chance. Definitely not the same ol crud that gets pumped out over and over these days.,positive,"Action, Drama, Mystery"
"A series that combines artistic creativity, visual creativity, and genius in the acting performances of the heroes of the work, which rises to be the best series I have watched produced by Netflix, despite the dark side of the story. I also can not forget the creativity in choosing classical music and slow songs that calm the soul in sharp and violent scenes, which gives a wonderful taste in that mixture.",positive,"Action, Drama, Mystery"
I totally love it so i will give it 10/10. A s a matter of fact all actors were incredible in their acting but the vib were not.,positive,"Action, Drama, Mystery"
"Lots of hype. Entertaining because it's quirky and keeps you engaged, but not good enough to justify a high rating. High rating is clearly a marketing campaign.",negative,"Action, Drama, Mystery"
"What a brilliant show, keeps you on the edge & delivers one last unexpected blow towards to the end! Everything perfect, except the obnoxious portrayal of the western VIP's! Had that been replaced by Korean actors, it would've been 10/10! Well done, Netflix!",positive,"Action, Drama, Mystery"
"The movie started with great plots and provided great anticipation for viewer like me. It keeps your mind thinking what's the game coming next.However everything went south when the VIP appeared.. the movie added some low b-graded westerners with psycho minded which I don't see the connection at all. When they were ushered to the room with naked body paintings, the scenes were so disconnected.Apart from the above, this is a great movie.",negative,"Action, Drama, Mystery"
"I agree with others about the VIPs acting and line being awful. I watched it dubbed in English, so it could be translation, or voice acting that went awry. Otherwise the dub was quite good(well for dub standards). I think I'll be watching it a second time with just subtitles.South Korean cinema has become so popular in the West because it carries a certain gravitas and detail many western movies lack these days. I'm far from a film buff who looks forward to Tribeca or Sundance, but I can confidently say there is a distinct discipline displayed in South Korean films and shows. From the emotions on display by talented actors, to scripts that rely more on showing over telling, to the amazing seeds sown early that lead to payoffs later. And it's all wrapped up in great cinematography.Squid Game is no different. It might not reach the heights of OldBoy or Parasite or even I saw the Devil, and is a little more predictable. But it is a must watch for fans of South Korean films.",positive,"Action, Drama, Mystery"
"Despite how predictable was the plot, I watched it in two days. Well done!BTW, wtf with those VIP characters at the end, they were obnoxiously cringe. Bad acting or they made them on purpose?",neutral,"Action, Drama, Mystery"
"Been an avid reader and viewer of several survival games, thriller and suspense series, this series is so predictable and draggy it really feels painful at some points. A 1 minute dialogue can get dragged to a 10 minutes dialogue with simple shouting, gesturing and lots of unnecessary activity.Even though the premise is supposed to be on the real world, it is seriously not realistic. Too much plot armor, plot holes, character personality inconsistencies, unexplained events and so on. It's basically for people who like plot twists but do not think whether it is consistent or reasonable. But one thing holds true, plot armor is stronger in this series than most of the ludicrous manga/ anime/ K-drama/ movie etc. Etc. Series I have seen.As I was browsing around, I found an article saying that the initial inspiration for Squid Game came from an unnamed comic book. Ahh, now I see why. It's basically a typical death survival game plot but heavily tweaked to reflect South Korean culture (unaccepting of foreigners, high household debt, the belief that women are inferior to men etc.And that is why the storyline is inconsistent, choppy, have plenty of plot holes and plot armor in a lot of sections. Because the production crew does not let its characters tell a story, and there was much ""micromanagement"" in order to produce the desired results.It could have been much better, but it's really boring from Episode 6 because it suddenly became incredibly inconsistent, which also made it incredibly predictable. This is where the ""micromanagement"" starts being especially prominent.Overall, it started out great, but went downhill quickly, especially from episode 6.Oh, and Squid Game is a clickbait title. I guess the production crew wanted to draw interest to traditional South Korean games eh? Maybe this film is partly an introduction of South Korean childhood games and social culture to the world. Even the North-South Korean dispute was touched upon, but more in the sense of the difficulties of the detractors.In summary, too much agenda, too little plot.",negative,"Action, Drama, Mystery"
"Many reviewers have commented on the ""horrible acting"" of the VIPs. I sense their lack of emotion is intentional. It is indicative of their lack of normal human empathy.Overall I found the story to be interesting and that the story compelled me to continue watching through to the end. In that regard, the production was well done.The conclusion and theme is not anything that I can praise however. Life is not purposeless nor is everyone bad and lacking in virtue. I have viewed so many Asian films that purport to say ""life is futile"".Life is worth living. Life has meaning. That is my hope and faith. So I stand against the theme of the production but I found it interesting and entertaining. Entertainment is its only value.",neutral,"Action, Drama, Mystery"
"Too many bloody, violences, cruelties, and inappropriate scenes. I suggest that it could be made softer and a bit more elegant, then it could be more interested to watch it. I can only give it 10 starts because I cannot make that movie, but I can help them to make it better.",positive,"Action, Drama, Mystery"
"It is disturbing in a way that why the hell is happening this ?But I have to say that the plot is unique ( Not in a good way or bad way but very dark grey i guess ).Okay, At last my opinion is one should watch this.",positive,"Action, Drama, Mystery"
Nothing to say about it. Just wanted to say go and watch this series. This is ridiculous and awesome series I have ever seen.,positive,"Action, Drama, Mystery"
"The gameplay in the film is very interesting and challenging, but the execution at the end feels lacking.",neutral,"Action, Drama, Mystery"
"I wont say much but just WOW. It has everything I was looking in a series & more.(Some saying VIPs sucked yeah but that doesn't affect the series much Idk why they're making it a big issue)
A total bingeworthy content kudos to the creators & actors.",positive,"Action, Drama, Mystery"
"I have watched far more superior series and movies than this one . I felt like I wasted Nine hours for just a little fun.I am not saying series totally bad or anything , just saying not deserve that much rating.Newbies may love this series but I watched a lots of series like this one..",neutral,"Action, Drama, Mystery"
"Unexpected movie, brilliant idea,. This is one of the Best movie this year, Jobwell done !!! Netflix should continue to produce a movie like this.. ?몟",positive,"Action, Drama, Mystery"
"5th episode is in, so far I haven't seen a higher level of violence and gore that I was expecting to see. It's a survival game genre TV show, but it hasn't been living up to its premise yet. Also, the show has a lot of side stories, so if one was expecting to see a simple kill and run show, then they will probably find this show boring. Lastly, the show is full of korean cultural references which can also be a boring factor for many viewers. It's simply because people can't understand what's going on and have more questions rather than enjoying the thrills of the ride. Overall, the show is entertaining and enjoyable. It still drew me to the 5th episode straight. But again It would have been nicer if it had more actions unless the show was originally intended as a social commentary. One more thing, it was really nice to see an indian actor as one of the main characters in the show. I know It's not a lot, but still it adds a lot of positive effects in the show.",neutral,"Action, Drama, Mystery"
"It's nothing but something that kids who love playing gore-type, violent video games. No interesting story, just boring predictable scenes. Bad acting, cinematography is a joke. Watch it and you'll easily forget it in few seconds after.",negative,"Action, Drama, Mystery"
